Question,Answer,Source,Question_Swahili,Answer_Swahili,Question_Sheng,Answer_Sheng,Cleaned_Question,Cleaned_Answer
What is COD limit?,"Myntra reserves the right to determine the COD limit for every customer and/or orders. The COD limit includes any undelivered, unpaid orders and any new orders being placed.",https://www.myntra.com/faqs,Kikomo cha COD ni nini?,"Myntra ana haki ya kuamua kikomo cha COD kwa kila mteja na/au maagizo.Kikomo cha COD ni pamoja na maagizo yoyote yasiyokuwa ya kulipwa, ambayo hayajalipwa na maagizo yoyote mapya yaliyowekwa.",Kikomo cha COD ni nini?,"Myntra ana haki ya kuamua kikomo cha COD kwa kila mteja na/au maagizo.Kikomo cha COD ni pamoja na maagizo yoyote yasiyokuwa ya kulipwa, ambayo hayajalipwa na maagizo yoyote mapya yaliyowekwa.",cod limit,myntra reserve right determine cod limit every customer andor order cod limit includes undelivered unpaid order new order placed
What is Myntra's Cash/Pay on Delivery Fee (COD) Fee?,We apply a small fee for Cash/Pay on Delivery orders towards the handling costs of such orders.,https://www.myntra.com/faqs,Je! Fedha/malipo ya Myntra ni ada gani ya ada (COD)?,Tunatumia ada ndogo kwa pesa/malipo kwa maagizo ya utoaji kuelekea gharama za utunzaji wa maagizo hayo.,Je! Fedha/malipo ya Myntra ni ada gani ya ada (COD)?,Tunatumia ada ndogo kwa doe/malipo kwa maagizo ya utoaji kuelekea gharama za utunzaji wa maagizo hayo.,myntras cashpay delivery fee cod fee,apply small fee cashpay delivery order towards handling cost order
Refund Policy for Cash/Pay on Delivery Fee (COD):,"The COD fee is non-refundable in case of an unlikely event of cancellation (partial or full) or return of the order. Please note that the order value considered for refunds is calculated after all discounts, VAT/ GST, or any other applicable charges have been applied.",https://www.myntra.com/faqs,Sera ya Kurejesha pesa kwa Fedha/Kulipa kwa Ada ya Utoaji (COD):,"Ada ya COD haiwezi kulipwa tena ikiwa tukio la kufuta (sehemu au kamili) au kurudi kwa agizo.Tafadhali kumbuka kuwa thamani ya agizo inayozingatiwa kwa marejesho huhesabiwa baada ya punguzo zote, VAT/ GST, au malipo mengine yoyote yanayotumika yametumika.",Sera ya Kurejesha doe kwa Fedha/Kulipa kwa Ada ya Utoaji (COD):,"Ada ya COD haiwezi kulipwa tena ikiwa tukio la kufuta (sehemu au kamili) au kurudi kwa agizo.Tafadhali kumbuka kuwa thamani ya agizo inayozingatiwa kwa marejesho huhesabiwa baada ya punguzo zote, VAT/ GST, au malipo mengine yoyote yanayotumika yametumika.",refund policy cashpay delivery fee cod,cod fee nonrefundable case unlikely event cancellation partial full return order please note order value considered refund calculated discount vat gst applicable charge applied
I want to know about EMI (credit card) payment option?,"EMI (Credit Card) is a convenient payment option that you can choose to pay for the order in easy installments to the credit card issuing bank. The option is available only on credit cards issued by the following banks:
HDFC
ICICI
SBI
Axis
Amex
HSBC
Induslnd
Kotak
RBL
Standard Chartered.
This EMI option is facilitated by the card issuing bank. The EMI eligibility, payment plan and refund rules are solely on the internal discretion and approvals of the bank.",https://www.myntra.com/faqs,Nataka kujua kuhusu chaguo la malipo la EMI (kadi ya mkopo)?,"EMI (Kadi ya Mkopo) ni chaguo rahisi la malipo ambalo unaweza kuchagua kulipia agizo kwa awamu rahisi kwa benki inayotoa kadi ya mkopo.Chaguo linapatikana tu kwenye kadi za mkopo zilizotolewa na benki zifuatazo:
HDFC
ICICI
SBI
Mhimili
Amex
HSBC
Induslnd
Kotak
RBL
Kiwango cha kawaida.
Chaguo hili la EMI linawezeshwa na benki inayotoa kadi.Ustahiki wa EMI, mpango wa malipo na sheria za kurudishiwa ni kwa hiari ya ndani na idhini za benki.",Nataka kujua kuhusu chaguo la malipo la EMI (kadi ya mkopo)?,"EMI (Kadi ya Mkopo) ni chaguo rahisi la malipo ambalo unaeza kuchagua kulipia agizo kwa awamu rahisi kwa benki inayotoa kadi ya mkopo.Chaguo linapatikana tu kwenye kadi za mkopo zilizotolewa na benki zifuatazo:
HDFC
ICICI
SBI
Mhimili
Amex
HSBC
Induslnd
Kotak
RBL
Kiwango cha kawaida.
Chaguo hili la EMI linawezeshwa na benki inayotoa kadi.Ustahiki wa EMI, mpango wa malipo na sheria za kurudishiwa ni kwa hiari ya ndani na idhini za benki.",want know emi credit card payment option,emi credit card convenient payment option choose pay order easy installment credit card issuing bank option available credit card issued following bank hdfc icici sbi axis amex hsbc induslnd kotak rbl standard chartered emi option facilitated card issuing bank emi eligibility payment plan refund rule solely internal discretion approval bank
How do I make payment using EMI (Credit Card) option?,"Add the desired products to your Myntra shopping bag, proceed to checkout, select delivery address and proceed to payment. On payment page, select EMI (Credit Card) under payment options and follow these simple steps:
Select your Credit Card issuing bank you wish to pay from
Select the repayment duration (3, 6, 9, 12, 18 or 24 months). The interest rate, monthly EMI and total interest paid will be displayed.
Enter your Credit Card details
Click â€˜Pay Nowâ€™.
The order will be confirmed and shipped on successful payment.",https://www.myntra.com/faqs,Je! Ninafanyaje malipo kwa kutumia chaguo la EMI (kadi ya mkopo)?,"Ongeza bidhaa zinazohitajika kwenye begi lako la ununuzi la Myntra, endelea kukagua, chagua anwani ya utoaji na endelea kulipa.Kwenye ukurasa wa malipo, chagua EMI (kadi ya mkopo) chini ya chaguzi za malipo na ufuate hatua hizi rahisi:
Chagua Benki yako ya Kutoa Kadi ya Mkopo unayotaka kulipa kutoka
Chagua muda wa ulipaji (3, 6, 9, 12, 18 au miezi 24).Kiwango cha riba, EMI ya kila mwezi na jumla ya riba iliyolipwa itaonyeshwa.
Ingiza maelezo yako ya kadi ya mkopo
Bonyeza â € ˜Pay sasaâ €.
Agizo hilo litathibitishwa na kusafirishwa kwa malipo ya mafanikio.",Je! Ninafanyaje malipo kwa kutumia chaguo la EMI (kadi ya mkopo)?,"Ongeza bidhaa zinazohitajika kwenye begi lako la ununuzi la Myntra, endelea kukagua, chagua anwani ya utoaji na endelea kulipa.Kwenye ukurasa wa malipo, chagua EMI (kadi ya mkopo) chini ya chaguzi za malipo na ufuate hatua hizi rahisi:
Chagua Benki yako ya Kutoa Kadi ya Mkopo unayotaka kulipa kutoka
Chagua muda wa ulipaji (3, 6, 9, 12, 18 au miezi 24).Kiwango cha riba, EMI ya kila mwezi na jumla ya riba iliyolipwa itaonyeshwa.
Ingiza maelezo yako ya kadi ya mkopo
Bonyeza â € ˜Pay sasaâ €.
Agizo hilo litathibitishwa na kusafirishwa kwa malipo ya mafanikio.",make payment using emi credit card option,add desired product myntra shopping bag proceed checkout select delivery address proceed payment payment page select emi credit card payment option follow simple step select credit card issuing bank wish pay select repayment duration 3 6 9 12 18 24 month interest rate monthly emi total interest paid displayed enter credit card detail click â€˜pay nowâ€™ order confirmed shipped successful payment
What is the eligibility criteria to avail EMI option?,"EMI is available for all products on Myntra except, Jewellery products. Also, the payment option is available only above a minimum order value which varies from bank to bank. For given order value, only the eligible banks will be displayed under the issuing bank list on the EMI payment page.",https://www.myntra.com/faqs,Je! Ni vigezo gani vya kustahiki kupata chaguo la EMI?,"EMI inapatikana kwa bidhaa zote kwenye Myntra isipokuwa, bidhaa za vito vya vito.Pia, chaguo la malipo linapatikana tu juu ya bei ya chini ya agizo ambayo inatofautiana kutoka benki hadi benki.Kwa dhamana ya agizo lililopewa, benki tu zinazostahiki zitaonyeshwa chini ya orodha ya benki inayotoa kwenye ukurasa wa malipo wa EMI.",Je! Ni vigezo gani vya kustahiki kupata chaguo la EMI?,"EMI inapatikana kwa bidhaa zote kwenye Myntra isipokuwa, bidhaa za vito vya vito.Pia, chaguo la malipo linapatikana tu juu ya bei ya chini ya agizo ambayo inatofautiana kutoka benki hadi benki.Kwa dhamana ya agizo lililopewa, benki tu zinazostahiki zitaonyeshwa chini ya orodha ya benki inayotoa kwenye ukurasa wa malipo wa EMI.",eligibility criterion avail emi option,emi available product myntra except jewellery product also payment option available minimum order value varies bank bank given order value eligible bank displayed issuing bank list emi payment page
Why is sum total of EMIâ€™s more than the order value?,The issuing bank charges interest per EMI transaction. The interest rates are decided by the bank and are displayed at the time of completing the transaction.,https://www.myntra.com/faqs,Je! Kwa nini jumla ya jumla ya EMI ni zaidi ya thamani ya agizo?,Benki inayotoa inashtaki riba kwa shughuli ya EMI.Viwango vya riba vinaamuliwa na benki na vinaonyeshwa wakati wa kumaliza shughuli hiyo.,Je! Kwa nini jumla ya jumla ya EMI ni zaidi ya thamani ya agizo?,Benki inayotoa inashtaki riba kwa shughuli ya EMI.Viwango vya riba vinaamuliwa na benki na vinaonyeshwa wakati wa kumaliza shughuli hiyo.,sum total emiâ€™s order value,issuing bank charge interest per emi transaction interest rate decided bank displayed time completing transaction
What happens if bank rejects EMI conversion?,"Customer needs to pay full amount of transaction to the bank, since EMI facility is at sole discretion of the issuing bank, please contact your card issuing bank.",https://www.myntra.com/faqs,Ni nini kinatokea ikiwa benki inakataa ubadilishaji wa EMI?,"Wateja wanahitaji kulipa kiasi kamili cha manunuzi kwa benki, kwani kituo cha EMI ni kwa hiari ya benki inayotoa, tafadhali wasiliana na benki yako ya kutoa kadi.",Ni nini kinatokea ikiwa benki inakataa ubadilishaji wa EMI?,"Wateja wanahitaji kulipa kiasi kamili cha manunuzi kwa benki, kwani kituo cha EMI ni kwa hiari ya benki inayotoa, tafadhali wasiliana na benki yako ya kutoa kadi.",happens bank reject emi conversion,customer need pay full amount transaction bank since emi facility sole discretion issuing bank please contact card issuing bank
Why is the transaction amount not converted into EMI in 7 working days?,Conversion of transaction into EMI is at the sole discretion of card issuing bank and can also be rejected in unfortunate circumstances. In case the paid amount is not converted to EMI within 7 days then contact your card issuing bank.,https://www.myntra.com/faqs,Kwa nini kiasi cha manunuzi hakibadilishwa kuwa EMI katika siku 7 za kazi?,Ubadilishaji wa shughuli ndani ya EMI ni kwa hiari ya benki ya kutoa kadi na pia inaweza kukataliwa katika hali mbaya.Iwapo kiasi cha kulipwa hakijabadilishwa kuwa EMI kati ya siku 7 basi wasiliana na benki yako ya kutoa.,Kwa nini kiasi cha manunuzi hakibadilishwa kuwa EMI katika day 7 za kazi?,Ubadilishaji wa shughuli ndani ya EMI ni kwa hiari ya benki ya kutoa kadi na pia inaweza kukataliwa katika hali mbaya.Iwapo kiasi cha kulipwa hakijabadilishwa kuwa EMI kati ya day 7 basi wasiliana na benki yako ya kutoa.,transaction amount converted emi 7 working day,conversion transaction emi sole discretion card issuing bank also rejected unfortunate circumstance case paid amount converted emi within 7 day contact card issuing bank
What should I do if my payment fails?,"Please retry making the payment after ensuring that the information entered is accurate, including all account details, billing addresses and passwords. If your payment still fails, you can use the Cash on Delivery (COD) payment option, if available on the payment page to place your order. If your payment is debited from your account after a payment failure, it will be credited back within 7-10 days, after we receive a confirmation from the bank.",https://www.myntra.com/faqs,Nifanye nini ikiwa malipo yangu yatashindwa?,"Tafadhali jaribu malipo baada ya kuhakikisha kuwa habari iliyoingizwa ni sahihi, pamoja na maelezo yote ya akaunti, anwani za malipo na nywila.Ikiwa malipo yako bado yanashindwa, unaweza kutumia chaguo la malipo ya malipo (COD), ikiwa inapatikana kwenye ukurasa wa malipo ili kuweka agizo lako.Ikiwa malipo yako yanajadiliwa kutoka kwa akaunti yako baada ya kutofaulu kwa malipo, itapewa sifa ndani ya siku 7-10, baada ya kupokea uthibitisho kutoka kwa benki.",Nifanye nini ikiwa malipo yangu yatashindwa?,"Tafadhali jaribu malipo baada ya kuhakikisha kuwa niaje iliyoingizwa ni sahihi, pamoja na maelezo yote ya akaunti, anwani za malipo na nywila.Ikiwa malipo yako bado yanashindwa, unaeza kutumia chaguo la malipo ya malipo (COD), ikiwa inapatikana kwenye ukurasa wa malipo ili kuweka agizo lako.Ikiwa malipo yako yanajadiliwa kutoka kwa akaunti yako baada ya kutofaulu kwa malipo, itapewa sifa ndani ya day 7-10, baada ya kupokea uthibitisho kutoka kwa benki.",payment fails,please retry making payment ensuring information entered accurate including account detail billing address password payment still fails use cash delivery cod payment option available payment page place order payment debited account payment failure credited back within 710 day receive confirmation bank
I am being charged GST amount on my order. What is GST?,"GST is a single tax on the supply of goods and services that is levied on every value addition (through production and services) and is added to a product's sale price. GST has to borne/paid by the ultimate consumer of the product or service. If your order is fulfilled on or after July 1st 2017, GST will be applicable on your orders. GST subsumes all other taxes like Excise duty, VAT, Entry tax etc.",https://www.myntra.com/faqs,Ninatozwa kiasi cha GST kwa agizo langu.GST ni nini?,"GST ni ushuru mmoja juu ya usambazaji wa bidhaa na huduma ambazo hutozwa kwa kila nyongeza ya thamani (kupitia uzalishaji na huduma) na inaongezwa kwa bei ya uuzaji wa bidhaa.GST lazima ichukuliwe/kulipwa na watumiaji wa mwisho wa bidhaa au huduma.Ikiwa agizo lako litatimizwa mnamo au baada ya Julai 1, 2017, GST itatumika kwa maagizo yako.GST inashughulikia ushuru mwingine wote kama ushuru wa bidhaa, VAT, ushuru wa kuingia nk.",Ninatozwa kiasi cha GST kwa agizo langu.GST ni nini?,"GST ni ushuru mmoja juu ya usambazaji wa bidhaa na huduma ambazo hutozwa kwa kila nyongeza ya thamani (kupitia uzalishaji na huduma) na inaongezwa kwa bei ya uuzaji wa bidhaa.GST lazima ichukuliwe/kulipwa na watumiaji wa mwisho wa bidhaa au huduma.Ikiwa agizo lako litatimizwa mnamo au baada ya Julai 1, 2017, GST itatumika kwa maagizo yako.GST inashughulikia ushuru mwingine wote kama ushuru wa bidhaa, VAT, ushuru wa kuingia nk.",charged gst amount order gst,gst single tax supply good service levied every value addition production service added product sale price gst bornepaid ultimate consumer product service order fulfilled july 1st 2017 gst applicable order gst subsumes tax like excise duty vat entry tax etc
