Question,Answer,Source
What are the key benefits of Flipkart Axis Bank Credit Card?,"Some of the benefits of Flipkart Axis Bank Credit Card are:
Myntra: 7.5% Cashback (Maximum Cashback: INR 4000 per statement quarter)
Flipkart: 5% Cashback (Maximum Cashback: INR 4000 per statement quarter)
Cleartrip: 5% Cashback (Maximum Cashback: INR 4000 per statement quarter)
Preferred Merchants: 4% Cashback (Maximum Cashback: Unlimited)
Other eligible merchants: 1% Cashback (Maximum Cashback: Unlimited)
Valid on the website as well as mobile application of Flipkart excluding Flipkart Health.
** Preferred Merchants: Swiggy, PVR, Uber, CureFit. Preferred merchants and their respective offers are subject to change from time to time without any prior notice.
Cashback will be valid on the websites, m-sites as well as mobile applications of Flipkart, Myntra and Cleartrip excluding Flipkart Health
Cashback shall not be eligible for following spends/transactions on the card - purchase of gift cards on Flipkart & Myntra, EMI transactions, purchases converted to EMI post-facto, cash advances, payment of outstanding balances, payment of card fees and other card charges, and transactions done on MCC categories that have been excluded from cashback eligibility.
***The following MCC categories have been excluded from cashback eligibility â€“
Utility Services
Telecom
Fuel
Clock, Jewelry, Watch and Silverware Stores
Insurance Services
Financial Institutions
Rental Payments
Wallet Load Transactions
Educational Services
Government Services",https://www.myntra.com/faqs
What is a statement quarter?,"Maximum cashback that the customer can earn in a statement quarter per merchant (Flipkart, Myntra and Cleartrip) is INR 4000.
Statement quarter is defined based on your statement date. For e.g. if your statement date is 15th of every month, then:
1st Quarter: 16th March-15th June
2nd Quarter: 16th June-15th September
3rd Quarter: 16th September-15th December
4th Quarter: 16th December-15th March
Below is an illustration of the cashback that can be earned in the calendar quarter April-June:
-> 6 March - 15 April
Flipkart: Transaction amount - INR 20,000, Cashback % - 5%, Cashback earned - INR 1,000
Cleartrip: Transaction amount - 0, Cashback % - 5%, Cashback earned - 0
Myntra: Transaction amount - 3,000, Cashback % - 7.5%, Cashback earned - 225
16 April - 15 May
Flipkart: Transaction amount - 40,000, Cashback % - 5%, Cashback earned - 2,000
Cleartrip: Transaction amount - 90,000, Cashback % - 5%, Cashback earned - 4,000
Myntra: Transaction amount - 1,000, Cashback % - 7.5%, Cashback earned - 75
16 May - 15 June
Flipkart: Transaction amount - 30,000, Cashback % - 5%, Cashback earned - 1,000
Cleartrip: Transaction amount - 6,000, Cashback % - 5%, Cashback earned - 0
Myntra: Transaction amount - 2,000, Cashback % - 7.5%, Cashback earned - 150
Statement Quarter: 16 March - 15 June
Flipkart: Total Cashback earned - 4,000*
Cleartrip: Total Cashback earned - 4,000**
Myntra: Total Cashback earned - 450
5% Cashback earned on spends on Flipkart in June is INR 1,000 as the maximum cashback that can be earned in a calendar quarter for spends on this merchant is INR 4,000.
** 5% Cashback earned on spends on Cleartrip in May is INR 4,000 as the maximum cashback that can be earned in a calendar quarter for spends on this merchant is INR 4,000.",https://www.myntra.com/faqs
When will the cashback get credited to my account?,"Cashback earned for the purchases during the current billing cycle will be credited in the next billing cycle 3 days prior to the statement generation date i.e. if the statement date is 15th Feb, cashback earned in the Feb month cycle (16th Jan-15th Feb) will be credited on 12th March.",https://www.myntra.com/faqs
How do i place an order online?,"Ordering from shopzetu.com is easy! See something you want? Choose your size, color, or print and add it to your shopping cart by clicking the ""add to cart"" button. Your shopping bag can hold an unlimited number of items. When you're finished shopping, click on the ""Buy it now"" button to fill out your billing and shipping information. For more information on how to place your order, visit this link: How to Order",https://shopzetu.com/pages/faqs
How do i know what size to choose?,"Not sure about your size? We got you! We have a detailed size guide that can guide you to choose your perfect fit. We compare EUR, UK and US sizing including bust, hip and waist size. A size guide is also available on each and every product description page. Find our size guide here: Size Chart",https://shopzetu.com/pages/faqs
Can i amend my order?,Yes! We encourage you to make any changes within 12 hours of placing your order. This includes changing the delivery or payment option.,https://shopzetu.com/pages/faqs
What payment options are available?,"We offer four main payment options: M-PESA on Delivery (only for orders within Nairobi) Cash on Delivery (only for orders within Nairobi) Card and Mobile money payments. To access any of these, please proceed to complete order in the checkout section and you will be directed to our payment gateway, Flutterwave.",https://shopzetu.com/pages/faqs
How long is delivery time?,Deliveries within Nairobi take between 24 â€“ 48 hours while those outside Nairobi take 72 hours.,https://shopzetu.com/pages/faqs
What happens if am not in when my order arrives?,"Someone needs to be in when your parcel is due to be delivered as we may need a signature. However, donâ€™t worry if this isn't possible, weÂ usually try to deliver more than once. Alternatively, we'll give you details on how to collect it at the most convenient store for you.",https://shopzetu.com/pages/faqs
"An item you delivered is faulty, what should i do?","We want to sort out any issues with faulty items straightaway. As soon as you discover a fault, please contact our Customer Care Team via these two options: 0748 419357 support@shopzetu.com",https://shopzetu.com/pages/faqs
"You delivered the wrong items, what should i do?","If one of the items you received isn't what you ordered, please send it back to us and we'll either dispatch the correct item or refund you as soon as it's arrived back at our warehouse. If you choose to return through another method, it's your responsibility to pay for your return.",https://shopzetu.com/pages/faqs

